name,address,accessible,wards_precincts
New Genesis AOG Bapt Church,"1400 N Laramie Av, Chicago, IL",False,"ward 37 precinct 32, ward 37 precinct 38"
200 Delaware Condo,"200 E Delaware Pl, Chicago, IL",True,"ward 2 precinct 2, ward 2 precinct 13"
Clark School,"1045 S Monitor Av, Chicago, IL",True,"ward 29 precinct 22, ward 29 precinct 34"
East Side Vodak Library,"3710 E 106 St, Chicago, IL",True,ward 10 precinct 20
Northwest Scattered Sites,"925 N California Av, Chicago, IL",True,ward 26 precinct 33
Uptown Branch Library,"929 W Buena Av, Chicago, IL",True,"ward 46 precinct 9, ward 46 precinct 15"
Malibu East Condo,"6033 N Sheridan Rd, Chicago, IL",True,ward 48 precinct 22
OKeefe School,"6940 S Merrill Av, Chicago, IL",True,"ward 5 precinct 1, ward 5 precinct 31, ward 5 precinct 38, ward 5 precinct 40"
Lyon School,"2941 N McVicker Av, Chicago, IL",True,"ward 30 precinct 13, ward 30 precinct 16, ward 30 precinct 30"
Wells Community Academy,"936 N Ashland Av, Chicago, IL",True,ward 1 precinct 3
Fort Dearborn,"9025 S Throop St, Chicago, IL",True,ward 21 precinct 10
Young School,"1434 N Parkside Av, Chicago, IL",True,"ward 29 precinct 4, ward 29 precinct 41"
St Sylvester School,"3027 W Palmer St, Chicago, IL",True,ward 32 precinct 22
The Carpenters House,"1651 N Kedzie Av, Chicago, IL",False,ward 26 precinct 40
First Class Barber Shop,"3424 N Cicero Av, Chicago, IL",True,ward 31 precinct 12
The Buckingham,"360 E Randolph St, Chicago, IL",True,ward 42 precinct 30
Washington Park 55th Pl L.P.,"333 E 55 Pl, Chicago, IL",True,ward 20 precinct 11
West Chatham Park,"8223 S Princeton Av, Chicago, IL",True,ward 21 precinct 31
Higgins School,"11710 S Morgan St, Chicago, IL",True,ward 34 precinct 5
Americana Towers,"1640 N Wells St, Chicago, IL",True,ward 2 precinct 44
Cather School,"2908 W Washington Bv, Chicago, IL",True,"ward 27 precinct 4, ward 27 precinct 49"
Pioneer Village,"340 E 38 St, Chicago, IL",True,ward 3 precinct 38
Body Of Christ MBC,"2410 W 53 St, Chicago, IL",False,ward 14 precinct 29
Washington Park Apartments,"4949 S Cottage Grove, Chicago, IL",True,ward 4 precinct 26
St Paul MB Church,"6954 S Union Av, Chicago, IL",True,"ward 6 precinct 5, ward 6 precinct 25"
Marquette Park,"6734 S Kedzie Av, Chicago, IL",True,"ward 17 precinct 30, ward 18 precinct 27, ward 18 precinct 39"
Hamline School,"4747 S Bishop St, Chicago, IL",False,ward 20 precinct 15
Continental Care Ctr,"5336 N Western Av, Chicago, IL",True,ward 40 precinct 20
Iglesia Mision Del Valle,"1847 N Kedzie Av, Chicago, IL",False,ward 1 precinct 17
Brown Academy,"12607 S Union Av, Chicago, IL",True,"ward 9 precinct 6, ward 9 precinct 19, ward 34 precinct 26"
Black School,"7133 S Coles Av, Chicago, IL",False,ward 7 precinct 6
Abundant Life M B Church,"2300 W 69 St, Chicago, IL",True,ward 17 precinct 3
Second Federal Bank,"3960 W 26 St, Chicago, IL",True,ward 22 precinct 4
Aspira Haugan School,"3729 W Leland Av, Chicago, IL",True,ward 35 precinct 29
Chopin Park,"3420 N Long Av, Chicago, IL",False,ward 30 precinct 4
Carter Temple Church,"7841 S Wabash Av, Chicago, IL",True,"ward 6 precinct 8, ward 6 precinct 41"
Keller Regional Gifted Ctr,"3020 W 108 St, Chicago, IL",True,"ward 19 precinct 6, ward 19 precinct 29, ward 19 precinct 52"
The Drake Hotel,"140 E Walton Pl, Chicago, IL",True,ward 2 precinct 23
Immaculate Conception School,"7263 W Talcott Av, Chicago, IL",True,"ward 41 precinct 18, ward 41 precinct 41, ward 41 precinct 43"
Garvey School,"10309 S Morgan St, Chicago, IL",True,ward 34 precinct 12
St Francis Borgia Church,"8025 W Addison St, Chicago, IL",True,"ward 38 precinct 9, ward 38 precinct 27"
T E Brown Apts,"3601 S Wells St, Chicago, IL",True,ward 3 precinct 29
Columbus Park Refectory,"5701 W Jackson Bv, Chicago, IL",True,ward 29 precinct 19
New Pasadena M B Church,"11300 S Indiana Av, Chicago, IL",False,ward 9 precinct 31
Wentworth School,"7007 S Loomis St, Chicago, IL",True,ward 6 precinct 21
Senior Suites Of New City,"4845 S Western Av, Chicago, IL",True,ward 15 precinct 19
Palmer School,"5051 N Kenneth Av, Chicago, IL",False,ward 39 precinct 5
Taylor Funeral Home,"5348 W North Av, Chicago, IL",True,ward 37 precinct 6
Paschen Park,"1932 W Lunt Av, Chicago, IL",True,ward 49 precinct 13
Austin Campus,"231 N Pine Av, Chicago, IL",True,ward 37 precinct 1
Fourth Presbyterian Ch,"880 N Michigan Av, Chicago, IL",True,ward 42 precinct 34
St Mary Magdalene,"8435 S Saginaw Av, Chicago, IL",False,"ward 7 precinct 28, ward 7 precinct 30"
Sheldon Heights Church,"11325 S Halsted St, Chicago, IL",False,"ward 34 precinct 42, ward 34 precinct 43"
Simeon Career Academy,"8147 S Vincennes Av, Chicago, IL",True,ward 21 precinct 53
Castleman Apartments,"4945 N Sheridan Rd, Chicago, IL",True,ward 48 precinct 17
Hope School,"5515 S Lowe Av, Chicago, IL",True,ward 20 precinct 6
Hiawatha Park,"8029 W Forest Preserve Dr, Chicago, IL",True,"ward 38 precinct 7, ward 38 precinct 24, ward 38 precinct 30"
St John Berchman,"2517 W Logan Bv, Chicago, IL",True,ward 32 precinct 3
St Gall,"5516 S Kedzie Av, Chicago, IL",False,ward 14 precinct 5
Mozart Park,"2036 N Avers Av, Chicago, IL",True,ward 26 precinct 23
Smyser School,"4310 N Melvina Av, Chicago, IL",True,ward 38 precinct 15
Mt Greenwood Park,"3721 W 111 St, Chicago, IL",True,"ward 19 precinct 11, ward 19 precinct 21"
4K Diversey Partners LLC,"4000 W Diversey Av, Chicago, IL",True,ward 31 precinct 10
Alcott College Prep West Campus,"2957 N Hoyne Av, Chicago, IL",True,ward 32 precinct 38
Flannery Homes,"1507 N Clybourn Av, Chicago, IL",True,ward 27 precinct 37
Britton Budd Apartments,"501 W Surf St, Chicago, IL",True,"ward 44 precinct 23, ward 44 precinct 41"
Ridge Park,"9625 S Longwood Dr, Chicago, IL",True,ward 19 precinct 57
Grissom School,"12810 S Escanaba Av, Chicago, IL",True,"ward 10 precinct 9, ward 10 precinct 24"
Sha Arei Tzedek Mishkan Yair,"2832 W Touhy Av, Chicago, IL",True,ward 50 precinct 1
Fernwood Untd Methodist Church,"10057 S Wallace St, Chicago, IL",False,ward 9 precinct 21
Reilly School,"3650 W School St, Chicago, IL",True,"ward 30 precinct 3, ward 30 precinct 22"
Olympia Park,"6566 N Avondale Av, Chicago, IL",True,"ward 41 precinct 15, ward 41 precinct 37"
Chicago Fire Station,"4911 W Belmont Av, Chicago, IL",True,ward 31 precinct 9
Randolph School,"7316 S Hoyne Av, Chicago, IL",True,"ward 17 precinct 33, ward 17 precinct 37"
U-Haul,"4100 W Fullerton Av, Chicago, IL",True,ward 31 precinct 39
McKay School,"6901 S Fairfield Av, Chicago, IL",True,ward 17 precinct 17
Gary Rubin MD Opthamologist,"7001 W Archer, Chicago, IL",True,ward 23 precinct 36
Lake Shore Pk,"808 N Lake Shore Dr, Chicago, IL",True,"ward 2 precinct 10, ward 2 precinct 18"
Greater Mt Eagle MB Church,"10856 S Halsted St, Chicago, IL",True,ward 34 precinct 2
Spertus Institute,"610 S Michigan Av, Chicago, IL",True,ward 42 precinct 33
Pilgrim Lutheran Church,"4300 N Winchester Av, Chicago, IL",True,ward 47 precinct 37
Cambodian Association Of Illinois,"2831 W Lawrence Av, Chicago, IL",True,ward 40 precinct 8
Chicago Fire Station,"1901 N Damen Av, Chicago, IL",True,"ward 32 precinct 4, ward 32 precinct 31"
Pirchei Center,"3540 W Peterson Av, Chicago, IL",True,ward 50 precinct 25
Arnold Mireles Academy,"9000 S Exchange, Chicago, IL",True,"ward 10 precinct 18, ward 10 precinct 34"
Interfaith House,"3456 W Franklin Bv, Chicago, IL",True,ward 27 precinct 8
New Bethlehem #4 MB Church,"8850 S Cottage Grove, Chicago, IL",True,"ward 8 precinct 25, ward 8 precinct 31"
Mujeres Latinas En Accion,"2124 W 21 Pl, Chicago, IL",True,ward 25 precinct 30
New Galilee Baptist Church,"431 N Laramie Av, Chicago, IL",False,"ward 37 precinct 11, ward 37 precinct 39"
Holstein Pk,"2200 N Oakley Av, Chicago, IL",True,"ward 32 precinct 16, ward 32 precinct 29"
Caldwell School,"8546 S Cregier Av, Chicago, IL",False,ward 8 precinct 51
St Augustine College,"3255 W Armitage Av, Chicago, IL",True,"ward 26 precinct 7, ward 26 precinct 37"
Dunham Park,"4638 N Melvina Av, Chicago, IL",True,"ward 38 precinct 14, ward 38 precinct 18, ward 38 precinct 25"
St Josaphat Church,"2311 N Southport Av, Chicago, IL",False,ward 2 precinct 22
Shields Middle School,"2611 W 48 St, Chicago, IL",True,ward 15 precinct 8
Pulaski Park,"1419 W Blackhawk St, Chicago, IL",True,ward 2 precinct 6
South Shore Fine Arts Acdy,"1415 E 70 St, Chicago, IL",True,ward 5 precinct 30
420 E Ohio Apartments,"420 E Ohio St, Chicago, IL",True,ward 42 precinct 7
Brooks Park,"7100 N Harlem Av, Chicago, IL",True,"ward 41 precinct 4, ward 41 precinct 10"
Chgo Northside New Hope Ch,"4255 W Division St, Chicago, IL",False,ward 37 precinct 2
Resurrection Covenant Church,"3901 N Marshfield Av, Chicago, IL",False,"ward 47 precinct 25, ward 47 precinct 33, ward 47 precinct 43"
Pines Of Edgewater Apartments,"5220 N Kenmore Av, Chicago, IL",True,ward 48 precinct 12
Iglesia Hesed,"7017 W Grand Av, Chicago, IL",True,ward 29 precinct 38
Barton School,"7650 S Wolcott Av, Chicago, IL",False,ward 17 precinct 41
Austin Corinthian Church,"823 S Cicero Av, Chicago, IL",True,ward 24 precinct 41
West Belmont Library,"3104 N Narragansett Av, Chicago, IL",True,"ward 36 precinct 10, ward 36 precinct 26"
Mid City Nissan,"4444 W Irving Park Rd, Chicago, IL",True,"ward 45 precinct 6, ward 45 precinct 7"
Edgewater Branch Library,"6000 N Broadway, Chicago, IL",True,"ward 48 precinct 30, ward 48 precinct 40"
Messiah Lutheran Church,"6201 W Patterson Av, Chicago, IL",True,"ward 36 precinct 14, ward 36 precinct 15"
St Gregory The Great Parish,"5545 N Paulina St, Chicago, IL",False,ward 40 precinct 33
Christopher House,"3255 W Altgeld St, Chicago, IL",True,"ward 35 precinct 2, ward 35 precinct 10"
Patrick Sullivan Senior Apartments,"1633 W Madison St, Chicago, IL",True,"ward 27 precinct 10, ward 28 precinct 45"
1130 S Michigan Apts,"1130 S Michigan Av, Chicago, IL",True,"ward 4 precinct 2, ward 4 precinct 16"
Eliot House Condominium,"1255 N Sandburg Terr, Chicago, IL",False,ward 2 precinct 36
Pasteur Park,"4334 W 58 St, Chicago, IL",True,ward 13 precinct 7
London Towne House,"901 E 100 Pl, Chicago, IL",True,"ward 8 precinct 32, ward 8 precinct 39"
Oscar Mayer School,"2250 N Clifton Av, Chicago, IL",True,ward 43 precinct 30
Chinatown Elderly Apartments,"300 W 23 St, Chicago, IL",True,ward 25 precinct 18
Sweet Relief,"4249 W Division St, Chicago, IL",True,ward 37 precinct 12
St Paul Lutheran School,"846 N Menard Av, Chicago, IL",True,ward 29 precinct 37
Southpoint Nursing &amp; Rehab Ctr,"1010 W 95 St, Chicago, IL",True,ward 21 precinct 37
Let Them Eat Chocolate,"5306 N Damen Av, Chicago, IL",True,ward 40 precinct 23
New Pisgah Haven Homes,"8005 S Racine Av, Chicago, IL",True,ward 21 precinct 54
2101 S Michigan Av Apts,"2101 S Michigan Av, Chicago, IL",True,ward 3 precinct 17
Gospel Way Convenant Church,"8152 S Saginaw Av, Chicago, IL",False,"ward 7 precinct 23, ward 7 precinct 24"
Bogan Park Field House,"3939 W 81 St, Chicago, IL",True,ward 18 precinct 11
Orville Bright School,"10740 S Calhoun Av, Chicago, IL",True,ward 10 precinct 13
Advocate Il Masonic MD Ctr,"814 W Nelson St, Chicago, IL",True,"ward 44 precinct 14, ward 44 precinct 20"
Bridge School,"3800 N New England Av, Chicago, IL",False,ward 38 precinct 38
Cleveland Tabernacle Ch,"7119 S Racine Av, Chicago, IL",True,ward 6 precinct 22
Bethel Small Business Ctr,"1150 N Lamon Av, Chicago, IL",True,"ward 37 precinct 14, ward 37 precinct 33"
Emmerson Park,"1820 W Granville Av, Chicago, IL",True,ward 40 precinct 18
Calmeca Academy,"3456 W 38 St, Chicago, IL",True,ward 12 precinct 11
Ella Flagg Young Apartments,"4645 N Sheridan Rd, Chicago, IL",True,"ward 46 precinct 22, ward 46 precinct 32"
Monument Of Faith Church,"2750 W Columbus Av, Chicago, IL",True,"ward 18 precinct 42, ward 18 precinct 47"
Chicago Fire Station,"11958 S State St, Chicago, IL",True,ward 9 precinct 11
St Columba Catholic Church,"13323 S Green Bay, Chicago, IL",True,ward 10 precinct 2
North Grand High School,"4338 W Wabansia Av, Chicago, IL",True,ward 36 precinct 12
3950 N Lake Shore Dr,"3950 N Lake Shore Dr, Chicago, IL",True,ward 46 precinct 17
Eugene Park,"5100 N Ridgeway Av, Chicago, IL",True,ward 39 precinct 10
St Michael The Archangel,"8231 S South Shore Dr, Chicago, IL",True,"ward 7 precinct 20, ward 7 precinct 21, ward 7 precinct 22"
George Armstrong School,"2110 W Greenleaf Av, Chicago, IL",True,"ward 50 precinct 7, ward 50 precinct 35"
100 Bellevue Condo Assoc,"100 E Bellevue Pl, Chicago, IL",True,ward 42 precinct 1
Bowen Cps,"2710 E 89 St, Chicago, IL",True,ward 7 precinct 31
Berry Memorial Untd Methodist Ch,"4754 N Leavitt St, Chicago, IL",True,ward 47 precinct 20
St Benedict Parish,"3919 N Bell Av, Chicago, IL",True,ward 47 precinct 35
Bradley Park,"9729 S Yates Bv, Chicago, IL",True,ward 10 precinct 15
Beth Shalom,"6601 S Kedzie Av, Chicago, IL",True,ward 17 precinct 12
Wright College,"4300 N Narragansett Av, Chicago, IL",True,ward 38 precinct 19
Archer Heights Branch,"5055 S Archer Av, Chicago, IL",True,ward 23 precinct 25
Evangelical Baptist Ch,"3008 W Cortland St, Chicago, IL",False,ward 1 precinct 20
St BrUNO School,"4839 S Harding Av, Chicago, IL",True,ward 14 precinct 27
Lake Meadows Apt,"401 E 32 St, Chicago, IL",True,ward 4 precinct 38
Chgo Friends Meeting Church,"10749 S Artesian Av, Chicago, IL",False,"ward 19 precinct 23, ward 19 precinct 46"
Chicago Police Station,"1718 S State St, Chicago, IL",True,ward 3 precinct 13
Jungman School,"1746 S Miller St, Chicago, IL",True,ward 25 precinct 12
Evergreen Tower,"1333 N Cleveland Av, Chicago, IL",True,ward 27 precinct 47
General Wood Boys &amp; Girls Club,"2950 W 25 St, Chicago, IL",True,ward 12 precinct 18
St Ladislaus School,"3330 N Lockwood Av, Chicago, IL",True,ward 30 precinct 9
Wayne Wright Amer Lg 1052,"1258 W Wrightwood Av, Chicago, IL",True,ward 43 precinct 18
Ruggles School,"7831 S Prairie Av, Chicago, IL",True,ward 6 precinct 35
Marquette School,"6550 S Richmond St, Chicago, IL",True,"ward 17 precinct 6, ward 17 precinct 7, ward 17 precinct 16"
Minuteman Park,"5940 S Central Av, Chicago, IL",True,ward 13 precinct 17
LaSalle School,"1734 N Orleans St, Chicago, IL",True,"ward 43 precinct 1, ward 43 precinct 14"
Ravenswood Elem School,"4332 N Paulina St, Chicago, IL",True,ward 47 precinct 39
Parliament Builder Inc,"4455 S Knox Av, Chicago, IL",True,ward 22 precinct 12
St Michaels M B Church,"4106 W Monroe St, Chicago, IL",True,"ward 28 precinct 7, ward 28 precinct 9, ward 28 precinct 26"
Galewood Community Ch,"1776 N Narragansett Av, Chicago, IL",True,ward 29 precinct 43
Hollywood House,"5700 N Sheridan Rd, Chicago, IL",True,"ward 48 precinct 18, ward 48 precinct 26"
Southlawn Untd Methodist Church,"8605 S Cregier Av, Chicago, IL",True,"ward 8 precinct 49, ward 8 precinct 50"
Disney II Magnet School,"3815 N Kedvale, Chicago, IL",True,"ward 45 precinct 4, ward 45 precinct 5"
Harvard School,"7525 S Harvard Av, Chicago, IL",True,"ward 6 precinct 17, ward 6 precinct 20"
Chgo Fil-Am 7th Day Adventist,"3920 N Central Av, Chicago, IL",True,ward 38 precinct 34
McPherson School,"4728 N Wolcott Av, Chicago, IL",True,ward 47 precinct 36
Jlm Abundant Life Cmty Center,"2622 W Jackson Bv, Chicago, IL",True,ward 28 precinct 30
Montclare Leyden Post,"6940 W Diversey Av, Chicago, IL",True,ward 36 precinct 1
Federico Garcia Lorca,"3231 N Springfield Av, Chicago, IL",True,ward 30 precinct 23
Gillespie School,"9301 S State St, Chicago, IL",False,"ward 9 precinct 47, ward 9 precinct 50"
Chgo Latvian Cmty Ctr,"4146 N Elston Av, Chicago, IL",True,ward 39 precinct 28
Gateway Foundation,"1706 N Kedzie Av, Chicago, IL",True,ward 26 precinct 29
Whitney Young Library,"7901 S King Dr, Chicago, IL",True,"ward 6 precinct 2, ward 6 precinct 44"
Winston Tower #1,"6933 N Kedzie Av, Chicago, IL",False,ward 50 precinct 27
Hispanic Housing Sites,"1402 N Kedzie Av, Chicago, IL",True,ward 26 precinct 5
Thorp School,"8914 S Buffalo Av, Chicago, IL",True,ward 10 precinct 8
Stagg School,"7424 S Morgan St, Chicago, IL",True,ward 17 precinct 28
Mathers Cafe,"3235 N Central Av, Chicago, IL",True,ward 30 precinct 17
Faith United Church Of Christ,"5051 W Belle Plaine Av, Chicago, IL",False,"ward 45 precinct 11, ward 45 precinct 13"
Haymarket/McDermott,"943 W Washington Bv, Chicago, IL",True,"ward 25 precinct 16, ward 25 precinct 31, ward 27 precinct 16, ward 27 precinct 45"
Gage Park,"2411 W 55 St, Chicago, IL",True,"ward 16 precinct 1, ward 16 precinct 7"
Greater St John M B Church,"310 S Kostner Av, Chicago, IL",True,ward 28 precinct 16
Barnard School,"10354 S Charles St, Chicago, IL",True,"ward 19 precinct 28, ward 19 precinct 37"
Piotrowski Park,"4247 W 31 St, Chicago, IL",True,"ward 22 precinct 5, ward 22 precinct 16, ward 22 precinct 20"
Humboldt Park Library,"1605 N Troy St, Chicago, IL",True,"ward 26 precinct 30, ward 26 precinct 42"
Mozart School,"2200 N Hamlin Av, Chicago, IL",True,"ward 35 precinct 3, ward 35 precinct 21"
Thorp School,"6024 W Warwick Av, Chicago, IL",True,ward 38 precinct 39
Coles Supportive Living Ctr,"7419 S Exchange Av, Chicago, IL",True,ward 7 precinct 8
Congregation Rodfei Zedek,"5200 S Hyde Park Bv, Chicago, IL",True,ward 5 precinct 20
Hotel Felix,"111 W Huron St, Chicago, IL",True,ward 42 precinct 39
Latin Amer Motorcycle Assoc,"3519 W Fullerton Av, Chicago, IL",True,"ward 35 precinct 7, ward 35 precinct 8"
Senior Suites Of Bridgeport,"2825 S Halsted St, Chicago, IL",True,ward 11 precinct 15
St Margaret Mary Center,"7341 N Claremont Av, Chicago, IL",True,"ward 49 precinct 8, ward 50 precinct 8"
G-Man,"3740 N Clark St, Chicago, IL",False,"ward 44 precinct 31, ward 44 precinct 32"
Perspectives Charter School,"8131 S May St, Chicago, IL",True,ward 21 precinct 43
McAuliffe Elementary,"1841 N Springfield Av, Chicago, IL",True,ward 26 precinct 8
Henry School,"4250 N St Louis Av, Chicago, IL",False,"ward 35 precinct 27, ward 35 precinct 31"
Lake Point Tower,"505 N Lake Shore Dr, Chicago, IL",True,ward 42 precinct 11
True Vine Church,"5936 W Division St, Chicago, IL",True,ward 29 precinct 40
North Eastern University,"700 E Oakwood, Chicago, IL",True,ward 4 precinct 32
White Park,"1120 W 122 St, Chicago, IL",True,"ward 34 precinct 40, ward 34 precinct 51"
Hawthorne School,"3319 N Clifton Av, Chicago, IL",False,"ward 44 precinct 10, ward 44 precinct 13, ward 44 precinct 38, ward 44 precinct 39"
Bond School,"7050 S May St, Chicago, IL",True,ward 6 precinct 23
Pines Of Edgewater,"5439 N Kenmore Av, Chicago, IL",True,ward 48 precinct 6
Goldblatts Building,"1615 W Chicago Av, Chicago, IL",True,"ward 1 precinct 35, ward 1 precinct 36"
Nettelhorst School,"3252 N Broadway, Chicago, IL",True,"ward 44 precinct 19, ward 44 precinct 37"
Palmer Square Apartments,"3212 W Dickens Av, Chicago, IL",False,ward 26 precinct 34
Broadway United Methodist Church,"3338 N Broadway, Chicago, IL",True,"ward 44 precinct 15, ward 44 precinct 33"
Residence - Nedra De Savieu,"8029 S Drexel Av, Chicago, IL",False,"ward 8 precinct 18, ward 8 precinct 54"
Southside Occupational Academy,"7342 S Hoyne Av, Chicago, IL",True,ward 17 precinct 34
Bloomingdale Apartments,"1745 N Keystone Av, Chicago, IL",True,ward 26 precinct 38
King David Missionary Baptist Ch,"3322 W Gladys Av, Chicago, IL",True,ward 28 precinct 36
Boone School,"6710 N Washtenaw Av, Chicago, IL",True,"ward 50 precinct 20, ward 50 precinct 21, ward 50 precinct 36"
Emanuel Congregation,"5959 N Sheridan Rd, Chicago, IL",True,ward 48 precinct 8
Deliverance Manor Apartments,"4201 S Wabash Av, Chicago, IL",True,ward 3 precinct 15
Trinity Oaks Senior Housing,"6225 S Drexel Av, Chicago, IL",True,ward 20 precinct 16
Peoples Church Of The Harvest,"3570 W Fifth Av, Chicago, IL",True,ward 28 precinct 25
Iglesia Santa Cruz,"6545 S Springfield Av, Chicago, IL",True,ward 13 precinct 34
Whitney School,"2815 S Komensky Av, Chicago, IL",True,ward 22 precinct 24
St Bartholomew Church,"4950 W Addison St, Chicago, IL",True,"ward 30 precinct 1, ward 30 precinct 20, ward 31 precinct 11"
Burnham School,"9928 S Crandon Av, Chicago, IL",True,"ward 7 precinct 38, ward 7 precinct 41, ward 7 precinct 42"
Logan Square Apts,"2600 N Kedzie Av, Chicago, IL",True,ward 35 precinct 25
Prayer Of Faith Intl Ministries,"144 W 103 St, Chicago, IL",True,ward 9 precinct 10
UIC Physical Education Bldg,"901 W Roosevelt Rd, Chicago, IL",True,ward 11 precinct 7
820 Belle Plaine Apts,"820 W Belle Plaine Av, Chicago, IL",True,ward 46 precinct 35
Cyril Apts,"7150 S Cyril Av, Chicago, IL",False,ward 5 precinct 36
Crestwood Apartments,"525 N Austin, Chicago, IL",True,ward 29 precinct 26
Greater Rose Hill Baptist Church,"3137 W Roosevelt Rd, Chicago, IL",True,ward 24 precinct 14
Lincoln United Methodist Church,"2242 S Damen Av, Chicago, IL",False,ward 25 precinct 1
Iglesia Bautista Misionera,"6715 S Hamlin Av, Chicago, IL",False,ward 13 precinct 47
Croatian Cultural Center,"2845 W Devon Av, Chicago, IL",True,"ward 50 precinct 10, ward 50 precinct 22"
535 Condo Assoc,"535 N Michigan Av, Chicago, IL",True,ward 42 precinct 35
Sabin School,"2216 W Hirsch St, Chicago, IL",True,"ward 2 precinct 15, ward 2 precinct 16"
Kelly Branch-CPL,"6151 S Normal Av, Chicago, IL",False,ward 20 precinct 36
Orr Campus,"730 N Pulaski Rd, Chicago, IL",True,"ward 37 precinct 3, ward 37 precinct 13"
Milton Brunson School,"932 N Central Av, Chicago, IL",True,"ward 29 precinct 5, ward 29 precinct 27"
Chgo H S For Agricultural Science,"3857 W 111 St, Chicago, IL",True,ward 19 precinct 39
Pk Plaza Retirement Ctr,"6840 N Sacramento Av, Chicago, IL",True,ward 50 precinct 18
German School Of Chicago,"1447 W Montrose Av, Chicago, IL",True,ward 47 precinct 41
John Barry Elementary School,"2828 N Kilbourn Av, Chicago, IL",True,"ward 31 precinct 5, ward 31 precinct 24"
The Upper Room Ministries,"1400 E 72 St, Chicago, IL",True,"ward 8 precinct 1, ward 8 precinct 2"
Youth Center COGIC,"3679 W Grand Av, Chicago, IL",False,"ward 27 precinct 24, ward 27 precinct 29"
Stevenson Middle School,"4350 W 79 St, Chicago, IL",False,ward 18 precinct 46
American Legion Clearing Post 600,"4352 W 63 St, Chicago, IL",True,ward 23 precinct 10
Grace Lutheran Church,"2725 N Laramie Av, Chicago, IL",False,ward 31 precinct 2
Crosswinds Church,"10835 S Pulaski Rd, Chicago, IL",False,"ward 19 precinct 3, ward 19 precinct 4, ward 19 precinct 16, ward 19 precinct 55"
Greencastle Of Garfield I Apartments,"3811 W Washington Bv, Chicago, IL",True,ward 28 precinct 13
Ace Tech Charter High School,"5410 S State St, Chicago, IL",False,ward 3 precinct 16
Metcalfe School,"12339 S Normal Av, Chicago, IL",True,ward 34 precinct 3
Wirtz Realty Corp,"2970 N Sheridan Rd, Chicago, IL",True,ward 44 precinct 8
St Stanislaus Church,"2318 N Lorel Av, Chicago, IL",True,ward 36 precinct 25
Cullen School,"10650 S Eberhart Av, Chicago, IL",True,"ward 9 precinct 22, ward 9 precinct 32, ward 9 precinct 40"
Willy White Community Center,"1610 W Howard St, Chicago, IL",True,ward 49 precinct 32
St Simon Parish,"5135 S California Av, Chicago, IL",True,ward 14 precinct 19
Ellen Mitchell School,"2233 W Ohio St, Chicago, IL",True,"ward 26 precinct 28, ward 26 precinct 32"
St Ailbe Faith Apts,"1244 E 93 St, Chicago, IL",True,ward 8 precinct 33
Sauganash School,"6040 N Kilpatrick, Chicago, IL",True,"ward 39 precinct 15, ward 39 precinct 42"
400 Condo Association,"400 E Randolph St, Chicago, IL",True,ward 42 precinct 6
Lake Meadows Condominium,"601 E 32 St, Chicago, IL",True,ward 4 precinct 35
D A N K Haus,"4740 N Western Av, Chicago, IL",True,ward 40 precinct 38
Sierra Auto Inc,"2352 W Belmont Av, Chicago, IL",True,ward 32 precinct 19
Bucktown-Wicker Pk Library,"1701 N Milwaukee Av, Chicago, IL",True,"ward 32 precinct 2, ward 32 precinct 6, ward 32 precinct 32"
Independence Park,"3945 N Springfield Av, Chicago, IL",True,ward 45 precinct 3
La Quinta Inn &amp; Suites,"1 S Franklin St, Chicago, IL",True,ward 42 precinct 9
Messiah Baptist Ch,"10400 S Halsted St, Chicago, IL",False,ward 34 precinct 20
West Haven Homes,"850 W Garfield Bv, Chicago, IL",True,ward 20 precinct 32
Newport Condo Assoc,"4800 S Chicago Beach Dr, Chicago, IL",True,ward 4 precinct 31
Resurrection United Methodist Church,"5717 W 63 Pl, Chicago, IL",False,ward 13 precinct 45
City Works Sports Lounge,"3456 N Pulaski Rd, Chicago, IL",True,ward 30 precinct 28
Lawson Y M C A,"30 W Chicago Av, Chicago, IL",True,"ward 2 precinct 32, ward 2 precinct 45"
Mc Kinley Park Branch,"1915 W 35 St, Chicago, IL",True,ward 12 precinct 5
Morningside North Apts,"170 W Oak St, Chicago, IL",True,ward 2 precinct 39
Bethany Union Church,"1750 W 103 St, Chicago, IL",True,"ward 19 precinct 27, ward 19 precinct 36, ward 19 precinct 38"
Agassiz School,"2851 N Seminary Av, Chicago, IL",True,"ward 44 precinct 27, ward 44 precinct 29, ward 44 precinct 40"
Brighton Pk Branch Library,"4314 S Archer Av, Chicago, IL",True,ward 15 precinct 10
Seed Of Abraham Church,"1651 N Karlov Av, Chicago, IL",False,ward 26 precinct 22
Pasteur School,"5825 S Kostner Av, Chicago, IL",True,ward 13 precinct 12
Delias Beauty Salon,"2810 W 55 St, Chicago, IL",True,ward 14 precinct 21
Harold Washington College,"30 E Lake St, Chicago, IL",True,"ward 42 precinct 10, ward 42 precinct 42"
Francisco 1 Madero School,"3202 W 28 St, Chicago, IL",True,ward 22 precinct 15
Waters School,"4540 N Campbell Av, Chicago, IL",True,ward 47 precinct 13
New Greater True Light MBC,"5401 W Chicago Av, Chicago, IL",True,"ward 37 precinct 18, ward 37 precinct 35"
Warren School,"9239 S Jeffery Bv, Chicago, IL",True,"ward 7 precinct 36, ward 7 precinct 39, ward 8 precinct 27"
